edgeId,edge_coordinates,connected_edges
282224353#2,"[(24.44904089345536, 54.362512897673554), (24.448663510349427, 54.36287835664153)]","['282224353#1', '479380813', '473167716', '282224353#3']"
282224353#3,"[(24.448613810144117, 54.36292661794545), (24.44855381105061, 54.36298465724371)]","['282224353#2', '282224353#4']"
282224353#4,"[(24.448498340994888, 54.36303846125066), (24.44809744139149, 54.36342698446775)]","['282224353#3', '89783762', '89783791', '282224353#5']"
282224353#5,"[(24.448038596027562, 54.3634839147372), (24.447998656607233, 54.36352260600061)]","['282224353#4', '282224353#6']"
282224353#6,"[(24.447938658951763, 54.36358074328494), (24.447240516767224, 54.36425712894929)]","['282224353#5', '473167717', '89783770', '282224353#7']"
282224353#7,"[(24.44718584267943, 54.36431002791747), (24.447148033940792, 54.36434670245539)]","['282224353#6', '282224353#8']"
282224353#8,"[(24.447066452366048, 54.36442480942645), (24.4462607207723, 54.36516839595689)]","['282224353#7', '473137378', '89783737', '282224353#9']"
282224353#9,"[(24.446188096424688, 54.36523744222134), (24.446186673496225, 54.3652386549248)]","['282224353#8', '282224353#10']"
282224354,"[(24.45661652072184, 54.35542175413888), (24.456615321971924, 54.355420300190325)]","['480737245#2', '682777335#1', '480737244', '480737243#0']"
282224355#0,"[(24.456335169115395, 54.355105508173395), (24.455869631837277, 54.35458437852706)]","['682777337#1', '89642595#1', '437419411', '282224355#1']"
282224355#1,"[(24.455816603309945, 54.3545248484119), (24.45580131946699, 54.354507617224)]","['282224355#0', '282224355#2']"
282224355#2,"[(24.455752062451715, 54.354452149502386), (24.455179300282403, 54.35380725724106)]","['282224355#1', '479612649', '473189251#0', '282224355#3']"
282224355#3,"[(24.45512258498838, 54.353743367918355), (24.455060437891717, 54.35367338051255)]","['282224355#2', '282224355#4']"
282224355#4,"[(24.45499976537382, 54.35360513711637), (24.454607824804043, 54.353163822855244)]","['282224355#3', '437419410#2', '282224355#5', '682765399#0']"
282224355#5,"[(24.454416226798283, 54.352948054505774), (24.45423291590107, 54.35274167747519)]","['282224355#4', '79960470#0', '682777577#0']"
297088631,"[(24.45277032702001, 54.353445967565875), (24.45158692486114, 54.354600804367735), (24.45053748163743, 54.355499630498144)]","['297088632', '682777771#6']"
297088632,"[(24.45383264318982, 54.35163451943553), (24.45372827409605, 54.35201354039671), (24.453599743375094, 54.352378670917304), (24.453447628195853, 54.35267527610284), (24.4532798070832, 54.352930601156785), (24.453119697115806, 54.35311092952308), (24.452772279076243, 54.35344405343167)]","['297218055', '297088631']"
297218052#0,"[(24.45479129067158, 54.34771748939314), (24.454593422564155, 54.348353250198706), (24.45428885178687, 54.349378829510144), (24.454192927749567, 54.34972957628521)]","['480300701', '297218052#1']"
297218052#1,"[(24.454174880545636, 54.34980695852684), (24.454161567233296, 54.34987122682182)]","['297218052#0', '297218052#2']"
297218052#2,"[(24.45414314837017, 54.3499531522814), (24.453725699953075, 54.35159889525629), (24.45369305768539, 54.35168811815721)]","['297218052#1', '480300700', '24160914#0']"
297218053#0,"[(24.454053568954958, 54.352813065342275), (24.45455148880354, 54.35334829383052)]","['473426804#1', '682777576#2', '297218053#1']"
297218053#1,"[(24.454583876656617, 54.353383604926755), (24.455031821403622, 54.35387916138724)]","['297218053#0', '89642589', '297218053#2']"
297218053#2,"[(24.455084645528718, 54.3539373147719), (24.455148511887415, 54.35400756219042)]","['297218053#1', '297218053#3']"
297218053#3,"[(24.45520908712054, 54.35407541350799), (24.455683945262773, 54.354644262838185)]","['297218053#2', '89642598', '297218053#4', '480296998#0']"
297218053#4,"[(24.45573193221788, 54.354699362757394), (24.455885181783028, 54.35486939862233)]","['297218053#3', '89642590#0', '682777340#0']"
297218054#0,"[(24.447336303311435, 54.358525924454106), (24.44702384304937, 54.35882023195988)]","['682777770#4', '89783736#1', '684881890', '297218054#1']"
297218054#1,"[(24.44697547514079, 54.3588671845831), (24.446291619655508, 54.35952830513198), (24.446229887031947, 54.359585197802915)]","['297218054#0', '297218054#2']"
297218054#2,"[(24.446178192697282, 54.35963290931502), (24.445937656201114, 54.35985452906245)]","['297218054#1', '684881890', '24165490', '297218054#3']"
297218054#3,"[(24.445855525463557, 54.359932057820565), (24.445724849313756, 54.360056739041866), (24.445180791807758, 54.36058351169463), (24.44283794473225, 54.362851767561146), (24.442659986469604, 54.363018637150596), (24.442594805793966, 54.36307973891736)]","['297218054#2', '297218054#4']"
297218054#4,"[(24.442592586361577, 54.36308185548597), (24.442483297139127, 54.36319100081913)]","['297218054#3', '297218054#5']"
297218054#5,"[(24.442480810478678, 54.363193320124076), (24.44241447141081, 54.36325010791683), (24.442250121418965, 54.36341067921166), (24.441729786344172, 54.363906366339826), (24.441610789415286, 54.36402300771536), (24.44156765322605, 54.364064720808024), (24.438061108841257, 54.367479037056405), (24.437929821664234, 54.36761051755596), (24.437357535633563, 54.368155851317375), (24.437210016753088, 54.368303736846784), (24.43712410850645, 54.36838231883607)]",['297218054#4']
297218055,"[(24.454270068515537, 54.34985672953631), (24.453833405075862, 54.35163164418301)]","['682779404', '297088632']"
297218057#0,"[(24.45333501446957, 54.35175466695835), (24.45243963340335, 54.35079847814617), (24.452369607767164, 54.35068586789122), (24.45233991504501, 54.35060869706231)]","['24160914#1', '682777574#1', '297218057#1']"
297218057#1,"[(24.45231792488352, 54.35054359097512), (24.452317440945645, 54.35054172778092)]","['297218057#0', '24157136#3']"
298218416,"[(24.469113688273413, 54.37714839696924), (24.469114798331404, 54.377149951722025)]","['-298218416', '330967455#6', '478919725#0', '-298218416']"
304107570#0,"[(24.469105966638303, 54.39386042136273), (24.46891812822103, 54.39398499055469)]","['227300453#1', '693787945', '304107570#1']"
304107570#1,"[(24.46822307869952, 54.394524309255544), (24.467900431219654, 54.394776394474825), (24.46755731967877, 54.395019433107805)]","['304107570#0', '304107570#2']"
304107570#2,"[(24.46724100974747, 54.39523608284427), (24.4672399542645, 54.39523768232987)]","['304107570#1', '693787944', '442210669']"
304107573,"[(24.472415990536987, 54.39247445669708), (24.47241497084601, 54.3924728998964)]","['150783623#2', '519903200']"
304385373#0,"[(24.43722430083971, 54.36848138606399), (24.43730866850101, 54.36840244172607), (24.43745081573791, 54.3682726102505), (24.438040802648214, 54.36770196663514), (24.438191625406148, 54.36755726406231), (24.44161196510552, 54.364276749252234), (24.44170162133599, 54.36419068943747), (24.441758385307548, 54.36413341158698), (24.44227777330114, 54.3636092527918), (24.442518980639072, 54.363368802444924), (24.442573694922675, 54.36331304534015)]",['304385373#1']
304385373#1,"[(24.442575556910807, 54.36331113339371), (24.44268439593177, 54.36319687081431)]","['304385373#0', '304385373#2']"
304385373#2,"[(24.442686257918112, 54.36319495886447), (24.44274558627497, 54.36313466905313), (24.44291893730159, 54.36296237441324), (24.443642516434352, 54.362306083158245), (24.44371673590528, 54.36223542620197), (24.44381690173493, 54.36213622931477), (24.444774764761213, 54.36122078299613), (24.446545332735486, 54.35946681821715)]","['304385373#1', '479380809', '304385373#3']"
304385373#3,"[(24.446598118939598, 54.35941444990598), (24.4466565845679, 54.35935654057972)]","['304385373#2', '304385373#4']"
304385373#4,"[(24.446720129061706, 54.35929487739936), (24.447483065608846, 54.358603906365126)]","['304385373#3', '479380807', '89783772#0', '682777773#0']"
318274914#0,"[(24.439753841599767, 54.37168586668861), (24.439813982395048, 54.37162536810223), (24.440040262864446, 54.37139766892314), (24.440530621738738, 54.37095163819974), (24.44084146449608, 54.37065100091804), (24.441534114838912, 54.369978645108375), (24.443387250274213, 54.3681861578596), (24.443463050461943, 54.368112809525904), (24.443528752372774, 54.368050417228595), (24.443997011827747, 54.36760580580125), (24.444158278179152, 54.367454470149106), (24.444502234026185, 54.367107085165884), (24.44486813762151, 54.366765847554404), (24.44506804243755, 54.36657367844327)]","['24157223#0', '318274914#1']"
318274914#1,"[(24.44518038278031, 54.36646338543808), (24.445181713781675, 54.36646207607876)]","['318274914#0', '318274914#2']"
318274914#2,"[(24.445294385715783, 54.3663500999263), (24.445502292237734, 54.36614583353316), (24.445804799618532, 54.36584919055276)]","['24157229#1', '318274914#1', '121821623', '318274914#3']"
318274914#3,"[(24.44587078306839, 54.365787480158524), (24.44629609714396, 54.36540635099244)]","['-121821623', '318274914#2', '24167850#0', '318274914#4']"
318274914#4,"[(24.446394516455907, 54.365315570871346), (24.44717648267984, 54.36457030985804)]","['-24167850#0', '318274914#3', '318274914#5']"
318274914#5,"[(24.44721065770285, 54.36453745750882), (24.447762712012608, 54.36400263754107)]","['318274914#4', '683999502', '318274914#6']"
318274914#6,"[(24.44781569925387, 54.36395135078175), (24.447836911501028, 54.363930796267354)]","['318274914#5', '318274914#7']"
318274914#7,"[(24.44788981020995, 54.363879609882495), (24.449126154626715, 54.362681886645376)]","['318274914#6', '683999501', '-482774739#7', '318274914#8']"
318274914#8,"[(24.449223338833146, 54.36258767720682), (24.449495459388103, 54.36232418567546)]","['318274914#7', '482774739#7', '318274914#9', '480867525#0']"
318274914#9,"[(24.449677886431783, 54.36214971889953), (24.450075845165962, 54.361768740987415)]","['318274914#8', '121822219#0', '682792322#0']"
330967455#0,"[(24.471201981867583, 54.3750434221846), (24.47120065081098, 54.37504473175816)]","['24206967#1', '428428684', '330967455#1', '428428685']"
330967455#1,"[(24.471127458096884, 54.375117645447105), (24.470665318816955, 54.375577790145336)]","['330967455#0', '473430473#5', '-24206990', '330967455#2']"
330967455#2,"[(24.4706019640062, 54.3756403421451), (24.470560163141975, 54.375681146902366)]","['24206990', '330967455#1', '330967455#3']"
330967455#3,"[(24.470524569898217, 54.37571561034545), (24.469572609866635, 54.37662738919165)]","['330967455#2', '330967455#4']"
330967455#4,"[(24.469538607824266, 54.37665994549046), (24.469498571684593, 54.37669844491635)]","['330967455#3', '-24206971#2', '330967455#5']"
330967455#5,"[(24.469400102452944, 54.3767918986638), (24.46925801201896, 54.37692530641708)]","['24206971#2', '330967455#4', '330967455#6']"
330967455#6,"[(24.469223562210352, 54.37695806905532), (24.469135768795645, 54.377042623345154)]","['330967455#5', '478919726', '298218416']"
339730041#0,"[(24.475299650424294, 54.36504858421174), (24.47530319598971, 54.36506557066546), (24.475306333911927, 54.36516264063713)]","['682792055#2', '339730041#1']"
339730041#1,"[(24.47530361170404, 54.36520835588915), (24.4752921341286, 54.3652798933113)]","['339730041#0', '413011795#2']"
340249507,"[(24.466557134399796, 54.38188243663702), (24.46699453018941, 54.38238349036858), (24.46705203630317, 54.38244156471272), (24.46710378268464, 54.38245893411088)]","['399098917#0', '418671558#0']"
396951306,"[(24.461243382936907, 54.386720359721), (24.461244622187188, 54.386718953667334)]","['399098935#13', '434473837#2']"
397611519#0,"[(24.457129792031434, 54.349097594995705), (24.456323394969314, 54.349849733891894)]","['416297657', '682785548#2', '479607003', '397611519#1']"
397611519#1,"[(24.456269141637172, 54.34990056351279), (24.45620263321918, 54.34996279130459)]","['397611519#0', '397611519#2']"
397611519#2,"[(24.45613488761466, 54.35002652390949), (24.454757106775126, 54.351366517117235)]","['397611519#1', '479607002', '397611519#3', '480294918#0']"
397611519#3,"[(24.454572273432184, 54.35154707103053), (24.45449303155633, 54.351624353093634)]","['397611519#2', '24160913#0', '682777575#0']"
398394919,"[(24.447106979826884, 54.39297163835217), (24.447546356603432, 54.39256949818256)]","['24156191#3', '398394923', '398394926#0', '398394925']"
398394920#0,"[(24.4470904204316, 54.39308427775916), (24.447273163800556, 54.39331832517431)]","['398394923', '398394920#1']"
398394920#1,"[(24.447368515281195, 54.39344108428498), (24.448704286763295, 54.3951101204175), (24.449210885087144, 54.39574333284653)]","['24178352#1', '398394920#0', '398394920#2', '100947929']"
398394920#2,"[(24.449400766629875, 54.39596757887363), (24.449632468611856, 54.39624608089934)]","['398394920#1', '398394920#3', '100947941#0']"
398394920#3,"[(24.44979440536328, 54.396477607512566), (24.450169510335588, 54.39696494872702), (24.450268262081096, 54.39709139020235)]","['398394920#2', '398394920#4']"
398394920#4,"[(24.450270015382717, 54.39709362188589), (24.450315698229385, 54.39715203807263), (24.45037928513797, 54.39723335512701)]",['398394920#3']
398394921,"[(24.447111345548283, 54.39201104612667), (24.447015950579857, 54.39210026611235), (24.446676157788108, 54.39242572032001)]","['24156192#2', '398394925', '398394924#0', '398394923']"
398394922#0,"[(24.447138701813508, 54.391912184620075), (24.446964898652364, 54.39168899802466)]","['398394925', '398394922#1']"
398394922#1,"[(24.446911829380483, 54.391621075347864), (24.44625593198485, 54.39076824490956)]","['24178350', '398394922#0', '24178362', '398394922#2']"
398394922#2,"[(24.446209242626225, 54.39070916354277), (24.446197525597125, 54.3906944187769)]","['398394922#1', '398394922#3']"
398394922#3,"[(24.446149181561196, 54.390633596879276), (24.445877799822988, 54.39030002842704)]","['326541844', '398394922#2', '398394922#4']"
398394922#4,"[(24.445831231165513, 54.39024271959488), (24.445162317928965, 54.389430989144984), (24.44450486776894, 54.388598622465366)]","['24178371#2', '398394922#3', '24178375#0', '398394922#5']"
398394922#5,"[(24.44441972352034, 54.38849222283567), (24.443657045156428, 54.38755102267231), (24.443523318398263, 54.38737533117995)]","['-24178375#0', '398394922#4']"
398394923,"[(24.44664924716242, 54.39252427641434), (24.447005610926897, 54.39297618986398)]","['398394921', '398649474#1', '398394920#0', '398394919']"
398394924#0,"[(24.446553987798232, 54.39253767445942), (24.446333674863798, 54.392731312259635)]","['398394921', '398394924#1']"
398394924#1,"[(24.4462738605787, 54.39278509383853), (24.445702514163433, 54.39333813012644), (24.44559164509877, 54.393451230209834)]","['24178351#1', '398394924#0']"
398394925,"[(24.447573556574774, 54.39247201995641), (24.447559713533106, 54.39245436081083), (24.44720451437119, 54.39199680329074)]","['119131763#8', '398394919', '398394922#0', '398394921']"
398394926#0,"[(24.44766525467341, 54.39245623014207), (24.447872025138697, 54.39225192447824)]","['398394919', '398394926#1']"
398394926#1,"[(24.447947111081092, 54.39217830570414), (24.44815849602081, 54.391979918363184)]","['24178353', '398394926#0', '398394926#2']"
398394926#2,"[(24.448192689512602, 54.391947762456205), (24.448488001693722, 54.391670347297044), (24.448978018321537, 54.391096289067875), (24.44922938487909, 54.390782900861005)]","['398394926#1', '24206374#0', '398394926#3']"
398394926#3,"[(24.44929910765554, 54.39070189764206), (24.449511522018295, 54.390458721959135)]","['398394926#2', '24156174#0']"
